	Accession org1	Taxonomic level 1: org1	Taxonomic level 2: org1	Taxonomic level 3: org1	Genus org1	Species org1	Accession org2	Taxonomic level 1: org2	Taxonomic level 2: org2	Taxonomic level 3: org2	Genus org2	Species org2	Reference 	Link	Ecological interaction	key_org1	key_org2	lineage_org1	lineage_org2
1140		Eukaryote	Stramenopiles	Chrysophyceae	Spumella			Prokaryote	Proteobacteria	Gammaproteobacteria	Pseudomonas	putida	Boenigk et al. 2001	10.1007/s002480000116	predation	Eukaryote;Stramenopiles;Chrysophyceae;Spumella	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;putida	[4, 8770, 9629, 0, 9733, 9738, 0, 9749]	[3, 2375, 3303, 3709, 3718, 3723]
1141		Eukaryote	Stramenopiles	Chrysophyceae	Ochromonas			Prokaryote	Proteobacteria	Gammaproteobacteria	Pseudomonas	putida	Boenigk et al. 2001	10.1007/s002480000116	predation	Eukaryote;Stramenopiles;Chrysophyceae;Ochromonas	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;putida	[4, 8770, 9629, 0, 9733, 9767, 0, 9772]	[3, 2375, 3303, 3709, 3718, 3723]
1142		Eukaryote	Stramenopiles	Chrysophyceae	Dinobryon	cylindricum		Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Caron et al. 1992	10.1007/BF00182132	predation	Eukaryote;Stramenopiles;Chrysophyceae;Dinobryon;cylindricum	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 9629, 0, 9733, 9767, 0, 9770]	[3, 0, 0, 0, 0, 0]
1143		Eukaryote	Stramenopiles	Chrysophyceae	Ochromonas	danica		Prokaryote	Proteobacteria	Gammaproteobacteria	Pseudomonas	flourescens	Chrzanowski & Simek 1990	10.4319/lo.1990.35.7.1429	predation	Eukaryote;Stramenopiles;Chrysophyceae;Ochromonas;danica	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;flourescens	[4, 8770, 9629, 0, 9733, 9767, 0, 9772]	[3, 2375, 3303, 3709, 3718, 3723]
1144		Eukaryote	Stramenopiles	Chrysophyceae	Ochromonas			Prokaryote	Cyanobacteria	Cyanophyceae	Pseudanabaena		va Donk et al. 2009	10.1111/j.1365-2427.2009.02227.x	predation	Eukaryote;Stramenopiles;Chrysophyceae;Ochromonas	Bacteria;Cyanobacteria;Cyanophyceae;Pseudanabaena	[4, 8770, 9629, 0, 9733, 9767, 0, 9772]	[3, 1500, 44560, 0, 0, 0]
1145		Eukaryote	Stramenopiles	Chrysophyceae	Paraphysomonas	imperforata		Prokaryote	Proteobacteria	Gammaproteobacteria	Vibrio		Davies & Sieburth 1984	http://www.int-res.com/articles/meps/19/m019p237.pdf	predation	Eukaryote;Stramenopiles;Chrysophyceae;Paraphysomonas;imperforata	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrio	[4, 8770, 9629, 0, 9733, 9767, 0, 9773]	[3, 2375, 3303, 3775, 3776, 3783]
1146		Eukaryote	Stramenopiles	Chrysophyceae	Oikomonas			Prokaryote	Proteobacteria	Gammaproteobacteria	Vibrio		Davies & Sieburth 1984	http://www.int-res.com/articles/meps/19/m019p237.pdf	predation	Eukaryote;Stramenopiles;Chrysophyceae;Oikomonas	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrio	[4, 8770, 9629, 0, 9733, 9738, 0, 9746]	[3, 2375, 3303, 3775, 3776, 3783]
1147		Eukaryote	Stramenopiles	Chrysophyceae	Paraphysomonas			Prokaryote	Proteobacteria	Gammaproteobacteria	Vibrio	splendidus	Delaney 2003	10.1007/s00248-002-1058-4	predation	Eukaryote;Stramenopiles;Chrysophyceae;Paraphysomonas	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrio;splendidus	[4, 8770, 9629, 0, 9733, 9767, 0, 9773]	[3, 2375, 3303, 3775, 3776, 3783]
1148		Eukaryote	Stramenopiles	Chrysophyceae	Paraphysomonas	imperforata		Prokaryote	Proteobacteria	Gammaproteobacteria	unknown_gammaproteobacteria	unknown_gammaproteobacteria	Eccleston-Parry & Leadbeater 1994	http://eprints.lancs.ac.uk/22426/1/m105p167.pdf	predation	Eukaryote;Stramenopiles;Chrysophyceae;Paraphysomonas;imperforata	Bacteria;Proteobacteria;Gammaproteobacteria;unknown_gammaproteobacteria;unknown_gammaproteobacteria	[4, 8770, 9629, 0, 9733, 9767, 0, 9773]	[3, 2375, 3303, 0, 0, 0]
1149		Eukaryote	Stramenopiles	Chrysophyceae	Paraphysomonas	vestita		Prokaryote	Proteobacteria	Gammaproteobacteria	Pseudomonas		Fenchel 1982	10.3354/meps008211	predation	Eukaryote;Stramenopiles;Chrysophyceae;Paraphysomonas;vestita	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas	[4, 8770, 9629, 0, 9733, 9767, 0, 9773]	[3, 2375, 3303, 3709, 3718, 3723]
1150	KX500025	Eukaryote	Stramenopiles	Developea	Develorapax	marinus		Eukaryote	Excavata	Kinetoplastea	Procryptobia	sorokini	Aleoshin et al. 2016	10.3389/fmicb.2016.01194	predation	Eukaryota;SAR;Stramenopiles;Incertae Sedis;Develorapax marinus	Eukaryote;Excavata;Kinetoplastea;Procryptobia;sorokini	[4, 8770, 9629, 0, 0, 0, 0, 0]	[4, 0, 49904, 49906, 49929, 0, 0, 0]
1151		Eukaryote	Stramenopiles	Chrysophyceae	Ochromonas			Prokaryote	Proteobacteria	Gammaproteobacteria	Pseudomonas		Fenchel 1982	10.3354/meps008211	predation	Eukaryote;Stramenopiles;Chrysophyceae;Ochromonas	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas	[4, 8770, 9629, 0, 9733, 9767, 0, 9772]	[3, 2375, 3303, 3709, 3718, 3723]
1152		Eukaryote	Centrohelida	Actinophryidae	Actinosphaerium	nucleofilum		Eukaryote	Alveolata	Ciliophora	Tetrahymena	pyriformis	Amezcua & Holyoak 2000	10.1890/0012-9658(2000)081[3087:EEFPPS]2.0.CO;2	predation	Eukaryote;Centrohelida;Actinophryidae;Actinosphaerium;nucleofilum	Eukaryote;Alveolata;Ciliophora;Tetrahymena;pyriformis	[4, 46848, 46849, 46858, 0, 0, 0, 0]	[4, 8770, 8771, 8848, 8849, 8863, 8899, 8923]
